station_id,station_name,map_image_path,satellite_image_path,mobility_score,observed_subway_score,hidden_gap_score,temporal_score,visual_morphology_score,mobility_minus_subway_gap,hidden_demand_reconstruction_score_norm,station_type,hidden_demand_score,hidden_demand_label,confidence,primary_evidence,uses_visual_reasoning,uses_mobility_subway_reasoning,uses_temporal_reasoning,explanation,risk_note,_raw_output,_condition,_model,_station_id,_station_name,_error,hidden_demand_reconstruction_score_norm_fixed
2824,단대오거리,images/station_tiles/satellite/2824_단대오거리.png,images/station_tiles/satellite/2824_단대오거리.png,0.7309191035312452,0.5860179706333553,0.9550663589599736,0.65646565240817,0.6346153846153846,0.6170014051339521,0.5860179706333553,diverse_living_area_hidden,5.0,high,5.0,mobility_subway,False,True,True,"The station shows a strong mismatch between high mobility demand (0.731) and comparatively lower observed subway activity (0.586), reinforced by a large mobility-minus-subway gap (0.617) and a very high hidden gap score (0.955). Temporal activity is also moderately elevated (0.656), suggesting the area has sustained movement that is not fully reflected in subway usage. The station type, diverse_living_area_hidden, is consistent with latent transit demand.","This inference relies on aggregate station-level scores, so the gap may reflect non-transit movement patterns or local measurement bias rather than true unmet subway demand.","{""station_name"":""단대오거리"",""hidden_demand_score"":5,""hidden_demand_label"":""high"",""confidence"":5,""primary_evidence"":""mobility_subway"",""uses_visual_reasoning"":false,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station shows a strong mismatch between high mobility demand (0.731) and comparatively lower observed subway activity (0.586), reinforced by a large mobility-minus-subway gap (0.617) and a very high hidden gap score (0.955). Temporal activity is also moderately elevated (0.656), suggesting the area has sustained movement that is not fully reflected in subway usage. The station type, diverse_living_area_hidden, is consistent with latent transit demand."",""risk_note"":""This inference relies on aggregate station-level scores, so the gap may reflect non-transit movement patterns or local measurement bias rather than true unmet subway demand.""}",tabular_only,gpt-5.4-mini,2824,단대오거리,,0.41398202936664474
2824,단대오거리,images/station_tiles/satellite/2824_단대오거리.png,images/station_tiles/satellite/2824_단대오거리.png,0.7309191035312452,0.5860179706333553,0.9550663589599736,0.65646565240817,0.6346153846153846,0.6170014051339521,0.5860179706333553,diverse_living_area_hidden,5.0,high,5.0,mixed,True,True,True,"The evidence strongly suggests hidden public-transit demand: mobility is relatively high (0.73) while observed subway usage is noticeably lower (0.59), and the hidden-gap signal is very strong (0.96) with a large mobility-minus-subway gap (0.62). The temporal score is also moderately supportive, indicating this mismatch is not just a one-off artifact. Visual morphology is consistent with a diverse living-area context, but the judgment is driven mainly by the clear mobility-versus-subway discrepancy rather than appearance alone.","The inference may be biased by how the hidden-gap metric was constructed, so some of the apparent mismatch could reflect model or measurement effects rather than true unmet transit demand.","{""station_name"":""단대오거리"",""hidden_demand_score"":5,""hidden_demand_label"":""high"",""confidence"":5,""primary_evidence"":""mixed"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The evidence strongly suggests hidden public-transit demand: mobility is relatively high (0.73) while observed subway usage is noticeably lower (0.59), and the hidden-gap signal is very strong (0.96) with a large mobility-minus-subway gap (0.62). The temporal score is also moderately supportive, indicating this mismatch is not just a one-off artifact. Visual morphology is consistent with a diverse living-area context, but the judgment is driven mainly by the clear mobility-versus-subway discrepancy rather than appearance alone."",""risk_note"":""The inference may be biased by how the hidden-gap metric was constructed, so some of the apparent mismatch could reflect model or measurement effects rather than true unmet transit demand.""}",structured_multimodal,gpt-5.4-mini,2824,단대오거리,,0.41398202936664474
2519,까치산,images/station_tiles/satellite/2519_까치산.png,images/station_tiles/satellite/2519_까치산.png,1.0,0.5191759807144423,1.0,0.9032435671534366,0.5384615384615384,0.6781251119007279,0.5191759807144423,diverse_living_area_hidden,4.0,high,4.0,mixed,False,True,True,"The station shows a strong mismatch between mobility demand and observed subway activity: mobility demand is very low in absolute terms (1.0) while the mobility-minus-subway gap is substantial (0.678), and the hidden gap score is maximal (1.0). Temporal activity is also high (0.903), suggesting the area has meaningful activity patterns that are not fully reflected in subway use. Visual morphology is only moderate, so the conclusion rests mainly on numerical evidence of a demand–usage mismatch rather than on form alone.","The low absolute mobility score complicates interpretation, so the high hidden-demand label may partly reflect relative scaling or model artifacts rather than truly suppressed transit demand.","{
  ""station_name"": ""까치산"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": false,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows a strong mismatch between mobility demand and observed subway activity: mobility demand is very low in absolute terms (1.0) while the mobility-minus-subway gap is substantial (0.678), and the hidden gap score is maximal (1.0). Temporal activity is also high (0.903), suggesting the area has meaningful activity patterns that are not fully reflected in subway use. Visual morphology is only moderate, so the conclusion rests mainly on numerical evidence of a demand–usage mismatch rather than on form alone."",
  ""risk_note"": ""The low absolute mobility score complicates interpretation, so the high hidden-demand label may partly reflect relative scaling or model artifacts rather than truly suppressed transit demand.""
}",tabular_only,gpt-5.4-mini,2519,까치산,,0.48082401928555774
2519,까치산,images/station_tiles/satellite/2519_까치산.png,images/station_tiles/satellite/2519_까치산.png,1.0,0.5191759807144423,1.0,0.9032435671534366,0.5384615384615384,0.6781251119007279,0.5191759807144423,diverse_living_area_hidden,5.0,high,4.0,mixed,False,True,True,"The evidence strongly suggests hidden public-transit demand: mobility is extremely high while observed subway usage is only moderate, producing a large mobility-minus-subway gap and a maximum hidden-gap score. The temporal signal is also very strong, indicating persistent demand rather than a short-lived fluctuation. Visual morphology is only moderate and is not the main basis for the judgment, but it is broadly consistent with a lived-in area that may generate transit demand beyond what subway usage alone captures.","This inference depends on model-derived mobility and gap scores, so any bias in those estimates or unobserved bus/transfer behavior could affect the conclusion.","{
  ""station_name"": ""까치산"",
  ""hidden_demand_score"": 5,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": false,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The evidence strongly suggests hidden public-transit demand: mobility is extremely high while observed subway usage is only moderate, producing a large mobility-minus-subway gap and a maximum hidden-gap score. The temporal signal is also very strong, indicating persistent demand rather than a short-lived fluctuation. Visual morphology is only moderate and is not the main basis for the judgment, but it is broadly consistent with a lived-in area that may generate transit demand beyond what subway usage alone captures."",
  ""risk_note"": ""This inference depends on model-derived mobility and gap scores, so any bias in those estimates or unobserved bus/transfer behavior could affect the conclusion.""
}",structured_multimodal,gpt-5.4-mini,2519,까치산,,0.48082401928555774
2561,마천,images/station_tiles/satellite/2561_마천.png,images/station_tiles/satellite/2561_마천.png,0.6864666466682824,0.5283804514573746,0.937935114258568,0.2378030044256104,1.0,0.6130045307725955,0.5283804514573746,diverse_living_area_hidden,5.0,high,4.0,mobility_subway,False,True,True,"The station shows a strong mismatch between relatively high mobility demand (0.686) and lower observed subway activity (0.528), with a large mobility-minus-subway gap (0.613) and very high hidden gap score (0.938), which is consistent with substantial hidden public-transit demand. The temporal activity score is low, suggesting that observed station activity may underrepresent broader neighborhood movement rather than reflecting consistently weak mobility. Although visual morphology is maximal, the conclusion is driven mainly by the numerical mismatch rather than appearance alone.","This inference is based only on aggregate scores, so the hidden-demand estimate may be biased if the subway metric is noisy or if mobility reflects non-transit movements.","{
  ""station_name"": ""마천"",
  ""hidden_demand_score"": 5,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": false,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows a strong mismatch between relatively high mobility demand (0.686) and lower observed subway activity (0.528), with a large mobility-minus-subway gap (0.613) and very high hidden gap score (0.938), which is consistent with substantial hidden public-transit demand. The temporal activity score is low, suggesting that observed station activity may underrepresent broader neighborhood movement rather than reflecting consistently weak mobility. Although visual morphology is maximal, the conclusion is driven mainly by the numerical mismatch rather than appearance alone."",
  ""risk_note"": ""This inference is based only on aggregate scores, so the hidden-demand estimate may be biased if the subway metric is noisy or if mobility reflects non-transit movements.""
}",tabular_only,gpt-5.4-mini,2561,마천,,0.47161954854262544
2561,마천,images/station_tiles/satellite/2561_마천.png,images/station_tiles/satellite/2561_마천.png,0.6864666466682824,0.5283804514573746,0.937935114258568,0.2378030044256104,1.0,0.6130045307725955,0.5283804514573746,diverse_living_area_hidden,4.0,high,4.0,mixed,True,True,True,"마천은 mobility 대비 observed subway 이용이 낮은 편으로 보이며, hidden-gap score와 mobility-minus-subway gap이 매우 커서 실제 이동 수요에 비해 지하철 이용이 덜 포착되는 패턴이 강합니다. temporal score가 낮아 시간대별 확산 신호는 약하지만, station type이 diverse_living_area_hidden이고 mobility와 subway의 불일치가 뚜렷해 숨은 대중교통 수요 가능성을 높게 판단합니다. 시각적 형태도 해석에 보조적으로 일치하지만, 핵심 근거는 수요-관측 간 불일치입니다.","시각적 밀도와 구조만으로 수요를 과대해석했을 가능성이 있으며, observed_subway_score가 중간 수준이라 hidden demand를 일부 이미 포착했을 수 있습니다.","{
  ""station_name"": ""마천"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""마천은 mobility 대비 observed subway 이용이 낮은 편으로 보이며, hidden-gap score와 mobility-minus-subway gap이 매우 커서 실제 이동 수요에 비해 지하철 이용이 덜 포착되는 패턴이 강합니다. temporal score가 낮아 시간대별 확산 신호는 약하지만, station type이 diverse_living_area_hidden이고 mobility와 subway의 불일치가 뚜렷해 숨은 대중교통 수요 가능성을 높게 판단합니다. 시각적 형태도 해석에 보조적으로 일치하지만, 핵심 근거는 수요-관측 간 불일치입니다."",
  ""risk_note"": ""시각적 밀도와 구조만으로 수요를 과대해석했을 가능성이 있으며, observed_subway_score가 중간 수준이라 hidden demand를 일부 이미 포착했을 수 있습니다.""
}",structured_multimodal,gpt-5.4-mini,2561,마천,,0.47161954854262544
249,신정네거리,images/station_tiles/satellite/249_신정네거리.png,images/station_tiles/satellite/249_신정네거리.png,0.6475210272049827,0.0216962524654832,0.8546130951290728,0.856763475944789,0.5384615384615384,0.5425260948670856,0.0216962524654832,diverse_living_area_hidden,5.0,high,5.0,mobility_subway,False,True,True,"The station shows a strong mismatch between high mobility demand (0.648) and very low observed subway activity (0.022), with a large mobility-minus-subway gap (0.543) and very high hidden gap score (0.855), which is consistent with substantial latent transit demand. The temporal activity score is also very high (0.857), reinforcing that neighborhood movement is active across time despite weak subway usage. Visual morphology is only moderate and is not needed to justify the conclusion.","This inference relies entirely on station-level scores, so any model bias in the hidden-gap or subway-activity estimates could inflate the apparent demand mismatch.","{""station_name"":""신정네거리"",""hidden_demand_score"":5,""hidden_demand_label"":""high"",""confidence"":5,""primary_evidence"":""mobility_subway"",""uses_visual_reasoning"":false,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station shows a strong mismatch between high mobility demand (0.648) and very low observed subway activity (0.022), with a large mobility-minus-subway gap (0.543) and very high hidden gap score (0.855), which is consistent with substantial latent transit demand. The temporal activity score is also very high (0.857), reinforcing that neighborhood movement is active across time despite weak subway usage. Visual morphology is only moderate and is not needed to justify the conclusion."",""risk_note"":""This inference relies entirely on station-level scores, so any model bias in the hidden-gap or subway-activity estimates could inflate the apparent demand mismatch.""}",tabular_only,gpt-5.4-mini,249,신정네거리,,0.9783037475345168
2519,까치산,images/station_tiles/satellite/2519_까치산.png,images/station_tiles/satellite/2519_까치산.png,1.0,0.5191759807144423,1.0,0.9032435671534366,0.5384615384615384,0.6781251119007279,0.5191759807144423,diverse_living_area_hidden,5.0,high,4.0,mixed,True,True,True,"The station area shows a very dense residential fabric with extensive low-rise housing and local streets, suggesting substantial everyday mobility needs. That impression is supported by the statistics: mobility demand is very high, the mobility-minus-subway gap is large, hidden gap is maximal, and temporal activity is also strong, while observed subway activity is only moderate. Together, these indicate a clear mismatch between neighborhood activity and subway usage, consistent with hidden public-transit demand rather than simply low overall activity.","Visual density can overstate transit need, and the station statistics may reflect model-specific scaling or neighborhood boundaries rather than true unmet demand.","{
  ""station_name"": ""까치산"",
  ""hidden_demand_score"": 5,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station area shows a very dense residential fabric with extensive low-rise housing and local streets, suggesting substantial everyday mobility needs. That impression is supported by the statistics: mobility demand is very high, the mobility-minus-subway gap is large, hidden gap is maximal, and temporal activity is also strong, while observed subway activity is only moderate. Together, these indicate a clear mismatch between neighborhood activity and subway usage, consistent with hidden public-transit demand rather than simply low overall activity."",
  ""risk_note"": ""Visual density can overstate transit need, and the station statistics may reflect model-specific scaling or neighborhood boundaries rather than true unmet demand.""
}",naive_multimodal,gpt-5.4-mini,2519,까치산,,0.48082401928555774
2824,단대오거리,images/station_tiles/satellite/2824_단대오거리.png,images/station_tiles/satellite/2824_단대오거리.png,0.7309191035312452,0.5860179706333553,0.9550663589599736,0.65646565240817,0.6346153846153846,0.6170014051339521,0.5860179706333553,diverse_living_area_hidden,2.0,low,3.0,visual,True,False,False,"The image shows a compact but topographically constrained urban area with dense low-rise housing and some industrial/commercial parcels, yet it is surrounded by extensive hills and forest that limit catchment size and through-movement. The morphology suggests some local activity and likely bus/walking dependence, but the visual pattern alone does not strongly indicate a large unmet transit market or a clear mismatch with subway use. Overall, hidden transit demand appears limited to modest local pockets rather than broadly high.","Because this is image-only, the estimate may understate demand from residents and workers that cannot be inferred from satellite morphology alone.","{""station_name"":""단대오거리"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":3,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a compact but topographically constrained urban area with dense low-rise housing and some industrial/commercial parcels, yet it is surrounded by extensive hills and forest that limit catchment size and through-movement. The morphology suggests some local activity and likely bus/walking dependence, but the visual pattern alone does not strongly indicate a large unmet transit market or a clear mismatch with subway use. Overall, hidden transit demand appears limited to modest local pockets rather than broadly high."",""risk_note"":""Because this is image-only, the estimate may understate demand from residents and workers that cannot be inferred from satellite morphology alone.""}",image_only,gpt-5.4-mini,2824,단대오거리,,0.41398202936664474
2519,까치산,images/station_tiles/satellite/2519_까치산.png,images/station_tiles/satellite/2519_까치산.png,1.0,0.5191759807144423,1.0,0.9032435671534366,0.5384615384615384,0.6781251119007279,0.5191759807144423,diverse_living_area_hidden,2.0,low,2.0,visual,True,False,False,"The image shows a very dense low-rise residential fabric with a fine street network and some larger roads, which suggests substantial local activity and walk-up demand. However, from the image alone there is no direct evidence of a mismatch between neighborhood mobility and observed subway use, and the area already appears plausibly served by an urban transit catchment. Because hidden demand depends mainly on under-observed subway usage, the available visual evidence is not enough to justify a strong hidden-demand claim.","This is an image-only inference, so the result may be biased by morphology and cannot confirm whether subway usage is actually low relative to demand.","{""station_name"":""까치산"",""hidden_demand_score"":2,""hidden_demand_label"":""low"",""confidence"":2,""primary_evidence"":""visual"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":false,""uses_temporal_reasoning"":false,""explanation"":""The image shows a very dense low-rise residential fabric with a fine street network and some larger roads, which suggests substantial local activity and walk-up demand. However, from the image alone there is no direct evidence of a mismatch between neighborhood mobility and observed subway use, and the area already appears plausibly served by an urban transit catchment. Because hidden demand depends mainly on under-observed subway usage, the available visual evidence is not enough to justify a strong hidden-demand claim."",""risk_note"":""This is an image-only inference, so the result may be biased by morphology and cannot confirm whether subway usage is actually low relative to demand.""}",image_only,gpt-5.4-mini,2519,까치산,,0.48082401928555774
