station_id,station_name,map_path,satellite_path,caption
150,서울역,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/150_서울역.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/150_서울역.png,"서울역 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
151,시청,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/151_시청.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/151_시청.png,"시청 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
152,종각,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/152_종각.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/152_종각.png,"종각 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
153,종로3가,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/153_종로3가.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/153_종로3가.png,"종로3가 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
154,종로5가,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/154_종로5가.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/154_종로5가.png,"종로5가 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
155,동대문,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/155_동대문.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/155_동대문.png,"동대문 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
156,신설동,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/156_신설동.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/156_신설동.png,"신설동 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
157,제기동,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/157_제기동.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/157_제기동.png,"제기동 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
158,청량리(서울시립대입구),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/158_청량리(서울시립대입구).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/158_청량리(서울시립대입구).png,"청량리(서울시립대입구) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
159,동묘앞,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/159_동묘앞.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/159_동묘앞.png,"동묘앞 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
201,시청,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/201_시청.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/201_시청.png,"시청 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
202,을지로입구,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/202_을지로입구.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/202_을지로입구.png,"을지로입구 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
203,을지로3가,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/203_을지로3가.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/203_을지로3가.png,"을지로3가 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
204,을지로4가,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/204_을지로4가.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/204_을지로4가.png,"을지로4가 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
205,동대문역사문화공원,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/205_동대문역사문화공원.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/205_동대문역사문화공원.png,"동대문역사문화공원 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
206,신당,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/206_신당.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/206_신당.png,"신당 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
207,상왕십리,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/207_상왕십리.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/207_상왕십리.png,"상왕십리 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
208,왕십리(성동구청),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/208_왕십리(성동구청).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/208_왕십리(성동구청).png,"왕십리(성동구청) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
209,한양대,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/209_한양대.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/209_한양대.png,"한양대 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
210,뚝섬,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/210_뚝섬.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/210_뚝섬.png,"뚝섬 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
211,성수,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/211_성수.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/211_성수.png,"성수 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
212,건대입구,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/212_건대입구.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/212_건대입구.png,"건대입구 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
213,구의(광진구청),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/213_구의(광진구청).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/213_구의(광진구청).png,"구의(광진구청) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
214,강변(동서울터미널),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/214_강변(동서울터미널).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/214_강변(동서울터미널).png,"강변(동서울터미널) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
215,잠실나루,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/215_잠실나루.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/215_잠실나루.png,"잠실나루 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
216,잠실(송파구청),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/216_잠실(송파구청).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/216_잠실(송파구청).png,"잠실(송파구청) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
217,잠실새내,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/217_잠실새내.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/217_잠실새내.png,"잠실새내 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
218,종합운동장,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/218_종합운동장.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/218_종합운동장.png,"종합운동장 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
219,삼성(무역센터),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/219_삼성(무역센터).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/219_삼성(무역센터).png,"삼성(무역센터) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
220,선릉,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/220_선릉.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/220_선릉.png,"선릉 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
221,역삼,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/221_역삼.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/221_역삼.png,"역삼 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
222,강남,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/222_강남.png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/222_강남.png,"강남 station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
223,교대(법원.검찰청),/workspace/yunsoyoung_cikm_kdd../images/station_tiles/map/223_교대(법원.검찰청).png,/workspace/yunsoyoung_cikm_kdd../images/station_tiles/satellite/223_교대(법원.검찰청).png,"교대(법원.검찰청) station area in Seoul. This area represents urban morphology, road structure, building density, and local mobility context around the station."
